job_profiles_id,employee_id,job_role,seniority_level,years_experience,work_mode,salary_usd
547,547,Software Engineer,Mid,9,On-site,69030
548,548,Data Scientist,Principal,3,Hybrid,52627
549,549,DevOps Engineer,Senior,15,Hybrid,119961
550,550,ML Engineer,Junior,14,Remote,72594
551,551,Data Scientist,Junior,12,Hybrid,45601
552,552,Software Engineer,Mid,12,Hybrid,70438
553,553,Software Engineer,Senior,12,Hybrid,128881
554,554,Frontend Developer,Senior,24,Remote,72875
555,555,Data Analyst,Senior,9,Hybrid,40000
556,556,Software Engineer,Mid,7,Hybrid,40000
557,557,Frontend Developer,Junior,4,Remote,42267
558,558,Data Analyst,Manager,2,Remote,40000
559,559,ML Engineer,Senior,0,Hybrid,100700
560,560,Frontend Developer,Principal,4,Remote,106103
561,561,Data Scientist,Junior,10,Remote,73111
562,562,ML Engineer,Manager,10,Hybrid,136934
563,563,DevOps Engineer,Senior,8,On-site,125836
564,564,Backend Developer,Lead,5,Remote,40000
565,565,Software Engineer,Junior,13,On-site,40000
566,566,Software Engineer,Senior,15,Hybrid,84147
567,567,Product Manager,Senior,9,Remote,133730
568,568,Product Manager,Lead,4,On-site,109438
569,569,Software Engineer,Mid,13,Remote,85902
570,570,Full Stack Developer,Mid,11,On-site,79592
571,571,Product Manager,Junior,0,On-site,63529
572,572,DevOps Engineer,Lead,7,Remote,110497
573,573,Data Scientist,Junior,13,Hybrid,76805
574,574,Cloud Engineer,Mid,5,Hybrid,79697
575,575,DevOps Engineer,Junior,11,On-site,66510
576,576,Software Engineer,Lead,0,Hybrid,143139
577,577,Full Stack Developer,Senior,19,On-site,40000
578,578,Frontend Developer,Senior,17,Hybrid,113262
579,579,Product Manager,Mid,8,Hybrid,77404
580,580,Cybersecurity Engineer,Mid,13,Remote,106924
581,581,Full Stack Developer,Senior,1,On-site,143281
582,582,Backend Developer,Lead,2,On-site,40000
583,583,Product Manager,Junior,9,Hybrid,49073
584,584,Cloud Engineer,Senior,3,Remote,115517
585,585,Full Stack Developer,Lead,12,On-site,153383
586,586,Full Stack Developer,Senior,24,Hybrid,41328
587,587,Full Stack Developer,Senior,1,Remote,97595
588,588,Software Engineer,Junior,3,On-site,56539
589,589,Software Engineer,Junior,10,Hybrid,40000
590,590,Full Stack Developer,Junior,18,Remote,77725
591,591,DevOps Engineer,Junior,0,Remote,40000
592,592,Product Manager,Mid,11,Hybrid,40000
593,593,Software Engineer,Mid,23,Hybrid,100847
594,594,ML Engineer,Senior,0,Remote,91483
595,595,Software Engineer,Senior,0,Remote,121799
596,596,Backend Developer,Junior,5,Remote,40000
597,597,Data Scientist,Mid,5,On-site,76168
598,598,Data Scientist,Mid,15,Remote,85127
599,599,Frontend Developer,Senior,13,Remote,72848
600,600,QA Engineer,Mid,0,Hybrid,40000
601,601,DevOps Engineer,Senior,15,Hybrid,125308
602,602,Cybersecurity Engineer,Junior,5,Remote,40000
603,603,Backend Developer,Senior,19,On-site,96094
604,604,Data Scientist,Mid,6,Remote,40000
605,605,Frontend Developer,Mid,7,On-site,75826
606,606,Software Engineer,Lead,12,Remote,159232
607,607,ML Engineer,Mid,15,Hybrid,99802
608,608,Software Engineer,Senior,12,Hybrid,40000
609,609,Data Analyst,Manager,0,Hybrid,160166
610,610,Backend Developer,Manager,13,Remote,128897
611,611,ML Engineer,Mid,2,On-site,90143
612,612,Backend Developer,Mid,10,Hybrid,40000
613,613,Backend Developer,Junior,0,Hybrid,40000
614,614,Data Scientist,Mid,11,Remote,73053
615,615,Frontend Developer,Junior,3,Hybrid,40000
616,616,Data Scientist,Senior,0,Hybrid,85216
617,617,Data Scientist,Senior,14,Hybrid,84556
618,618,Data Analyst,Manager,11,Hybrid,105660
619,619,DevOps Engineer,Principal,4,Remote,121842
620,620,Data Analyst,Lead,19,Remote,109223
621,621,DevOps Engineer,Junior,5,Remote,40000
622,622,Cloud Engineer,Mid,9,On-site,87527
623,623,Software Engineer,Senior,11,Hybrid,41008
624,624,Software Engineer,Lead,2,Remote,120038
625,625,Software Engineer,Senior,11,Remote,104336
626,626,Cloud Engineer,Mid,10,Hybrid,78313
627,627,Full Stack Developer,Lead,8,Remote,137566
628,628,Software Engineer,Senior,20,Hybrid,129372
629,629,Software Engineer,Junior,0,On-site,62364
630,630,Software Engineer,Senior,0,On-site,40000
631,631,Software Engineer,Lead,18,On-site,118218
632,632,ML Engineer,Senior,25,Remote,111456
633,633,Frontend Developer,Lead,4,On-site,122081
634,634,Data Scientist,Senior,0,Remote,94415
635,635,QA Engineer,Lead,7,On-site,130650
636,636,Data Scientist,Lead,5,Remote,55162
637,637,ML Engineer,Senior,6,Remote,109514
638,638,Frontend Developer,Lead,1,Remote,115573
639,639,ML Engineer,Mid,15,Remote,40000
640,640,DevOps Engineer,Lead,14,On-site,105724
641,641,Frontend Developer,Senior,0,Hybrid,40000
642,642,Data Scientist,Principal,11,Remote,201646
643,643,Software Engineer,Mid,24,Remote,65062
644,644,ML Engineer,Junior,10,Remote,74282
645,645,Backend Developer,Senior,7,Hybrid,108821
646,646,Backend Developer,Junior,7,On-site,58541
647,647,Software Engineer,Junior,12,Remote,46802
648,648,Cloud Engineer,Junior,2,Hybrid,40000
649,649,ML Engineer,Mid,10,Hybrid,40000
650,650,Cybersecurity Engineer,Junior,7,Remote,55076
651,651,Frontend Developer,Senior,21,Hybrid,90883
652,652,Software Engineer,Senior,7,Remote,86513
653,653,Data Scientist,Mid,21,Hybrid,41969
654,654,Software Engineer,Lead,1,Hybrid,105337
655,655,Frontend Developer,Manager,9,On-site,47108
656,656,Frontend Developer,Manager,10,Hybrid,94746
657,657,Backend Developer,Senior,4,Remote,40000
658,658,Software Engineer,Mid,12,Remote,40000
659,659,DevOps Engineer,Senior,18,Hybrid,72226
660,660,Data Scientist,Manager,8,Hybrid,113507
661,661,Backend Developer,Mid,1,Remote,79305
662,662,DevOps Engineer,Mid,8,On-site,95773
663,663,ML Engineer,Mid,2,Remote,40000
664,664,Data Analyst,Senior,9,Hybrid,109508
665,665,Software Engineer,Manager,10,On-site,151750
666,666,Software Engineer,Manager,0,Hybrid,130520
667,667,Software Engineer,Lead,0,Hybrid,181954
668,668,DevOps Engineer,Lead,13,Remote,40000
669,669,Cybersecurity Engineer,Manager,3,Hybrid,129106
670,670,Product Manager,Junior,1,Remote,61387
671,671,Software Engineer,Mid,17,On-site,80795
672,672,Data Scientist,Mid,14,Hybrid,40000
673,673,Data Scientist,Mid,4,On-site,40000
674,674,QA Engineer,Senior,1,Hybrid,124460
675,675,ML Engineer,Senior,15,Hybrid,41375
676,676,Full Stack Developer,Lead,13,Remote,40636
677,677,Data Scientist,Principal,24,On-site,134350
678,678,Full Stack Developer,Mid,11,Remote,78058
679,679,DevOps Engineer,Mid,10,Hybrid,40000
680,680,Cloud Engineer,Manager,9,Remote,108834
681,681,ML Engineer,Junior,16,Remote,60277
682,682,Software Engineer,Lead,13,Hybrid,124530
683,683,Data Scientist,Lead,16,Hybrid,156297
684,684,Data Scientist,Senior,3,On-site,98319
685,685,Backend Developer,Senior,5,Hybrid,83578
686,686,Cloud Engineer,Junior,6,On-site,71035
687,687,QA Engineer,Junior,15,On-site,45711
688,688,ML Engineer,Lead,21,Hybrid,40079
689,689,Product Manager,Junior,6,On-site,52946
690,690,Data Analyst,Junior,5,Hybrid,43347
691,691,Data Analyst,Mid,11,Hybrid,85240
692,692,Backend Developer,Mid,9,Remote,40000
693,693,Product Manager,Junior,18,Hybrid,40000
694,694,Frontend Developer,Junior,3,Remote,53074
695,695,Data Analyst,Junior,6,On-site,40000
696,696,Full Stack Developer,Junior,2,On-site,40000
697,697,Product Manager,Senior,5,Hybrid,99374
698,698,Data Scientist,Lead,2,Remote,40000
699,699,Software Engineer,Mid,2,Remote,85640
700,700,ML Engineer,Principal,7,On-site,200673
701,701,Software Engineer,Mid,16,Hybrid,122508
702,702,ML Engineer,Mid,7,Remote,70847
703,703,Data Scientist,Mid,2,On-site,77350
704,704,DevOps Engineer,Mid,10,Hybrid,73644
705,705,Data Scientist,Senior,16,Remote,142686
706,706,Software Engineer,Junior,4,Remote,73580
707,707,Software Engineer,Manager,5,On-site,143076
708,708,Software Engineer,Junior,15,Remote,47346
709,709,ML Engineer,Junior,8,Remote,64492
710,710,Data Scientist,Principal,15,On-site,156510
711,711,Cybersecurity Engineer,Manager,10,Remote,131174
712,712,QA Engineer,Mid,17,On-site,60378
713,713,Data Scientist,Mid,4,Remote,103461
714,714,Frontend Developer,Manager,10,On-site,139971
715,715,QA Engineer,Lead,11,On-site,104543
716,716,Frontend Developer,Senior,2,On-site,106190
717,717,Data Scientist,Mid,4,Hybrid,96694
718,718,Product Manager,Mid,15,Remote,93315
719,719,Product Manager,Junior,8,Remote,40000
720,720,Cloud Engineer,Junior,3,Hybrid,75461
721,721,DevOps Engineer,Manager,8,Hybrid,47266
722,722,Full Stack Developer,Mid,17,On-site,59142
723,723,Cybersecurity Engineer,Junior,0,Remote,59294
724,724,DevOps Engineer,Senior,0,Hybrid,75015
725,725,Full Stack Developer,Mid,4,Hybrid,81019
726,726,ML Engineer,Senior,18,Hybrid,41137
727,727,Full Stack Developer,Mid,13,On-site,77391
728,728,Frontend Developer,Senior,13,Hybrid,67395
729,729,Software Engineer,Mid,0,On-site,40000
730,730,DevOps Engineer,Junior,2,Remote,40000
731,731,Full Stack Developer,Mid,11,Hybrid,40000
732,732,Backend Developer,Junior,8,Hybrid,45392
733,733,Data Analyst,Junior,11,Hybrid,51118
734,734,Data Scientist,Senior,8,On-site,121473
735,735,QA Engineer,Junior,11,On-site,40528
736,736,Software Engineer,Junior,9,On-site,56555
737,737,ML Engineer,Lead,13,Hybrid,54771
738,738,QA Engineer,Junior,13,On-site,53951
739,739,Full Stack Developer,Mid,0,On-site,82270
740,740,Frontend Developer,Junior,0,Hybrid,42844
741,741,ML Engineer,Junior,15,Remote,40000
742,742,Data Scientist,Junior,16,On-site,53312
743,743,ML Engineer,Junior,2,Hybrid,53814
744,744,Software Engineer,Mid,1,Remote,59248
745,745,Backend Developer,Junior,8,Remote,40000
746,746,Cybersecurity Engineer,Senior,14,Hybrid,103486
747,747,Software Engineer,Manager,21,Hybrid,149632
748,748,Software Engineer,Lead,14,Remote,155352
749,749,Software Engineer,Lead,7,Remote,40000
750,750,Software Engineer,Senior,6,Remote,87159
751,751,ML Engineer,Mid,9,Hybrid,87749
752,752,DevOps Engineer,Junior,7,On-site,58166
753,753,Software Engineer,Junior,2,On-site,48907
754,754,Software Engineer,Mid,22,On-site,40000
755,755,Frontend Developer,Lead,19,On-site,106321
756,756,Software Engineer,Senior,16,Hybrid,136355
757,757,Data Analyst,Mid,2,Hybrid,40000
758,758,Data Scientist,Manager,16,Hybrid,138335
759,759,Software Engineer,Mid,11,Hybrid,79827
760,760,ML Engineer,Mid,11,Remote,80691
761,761,Data Analyst,Lead,17,Remote,85835
762,762,Software Engineer,Mid,13,On-site,73042
763,763,QA Engineer,Senior,14,Hybrid,105213
764,764,Backend Developer,Junior,13,Hybrid,54424
765,765,Data Analyst,Lead,10,Hybrid,40000
766,766,Product Manager,Principal,1,Remote,126802
767,767,Data Scientist,Mid,7,Remote,108586
768,768,Frontend Developer,Junior,6,Hybrid,66445
769,769,ML Engineer,Junior,1,Hybrid,75784
770,770,Data Analyst,Junior,21,Remote,40000
771,771,Software Engineer,Senior,24,Hybrid,91014
772,772,Data Scientist,Junior,18,Hybrid,52329
773,773,Full Stack Developer,Junior,13,Remote,48060
774,774,ML Engineer,Senior,17,Remote,139722
775,775,Data Analyst,Senior,8,Hybrid,96908
776,776,Backend Developer,Principal,11,Hybrid,122879
777,777,QA Engineer,Junior,2,Hybrid,52051
778,778,Software Engineer,Senior,11,Hybrid,40000
779,779,Full Stack Developer,Principal,7,Remote,195361
780,780,Software Engineer,Mid,1,Hybrid,57422
781,781,Cybersecurity Engineer,Junior,11,Hybrid,40000
782,782,Backend Developer,Lead,7,Remote,130363
783,783,Frontend Developer,Lead,22,Remote,126604
784,784,Frontend Developer,Manager,14,Hybrid,99723
785,785,Cloud Engineer,Mid,11,On-site,59784
786,786,Software Engineer,Junior,11,Hybrid,40000
787,787,Software Engineer,Manager,9,Hybrid,160972
788,788,Frontend Developer,Senior,9,Hybrid,40000
789,789,Data Scientist,Mid,2,On-site,114030
790,790,Data Scientist,Senior,7,On-site,118778
791,791,Full Stack Developer,Senior,4,Hybrid,94005
792,792,Frontend Developer,Manager,1,Remote,177440
793,793,Software Engineer,Lead,13,On-site,54063
794,794,Data Analyst,Senior,10,On-site,75492
795,795,Frontend Developer,Mid,0,Hybrid,69291
796,796,Product Manager,Mid,8,On-site,91532
797,797,Data Scientist,Senior,17,On-site,116951
798,798,QA Engineer,Senior,17,Hybrid,73152
799,799,Product Manager,Junior,17,On-site,40000
800,800,Data Scientist,Lead,12,Hybrid,124663
801,801,DevOps Engineer,Senior,2,Hybrid,113050
802,802,Backend Developer,Senior,2,Hybrid,40000
803,803,Software Engineer,Manager,11,Remote,135555
804,804,Product Manager,Junior,13,Remote,59727
805,805,Product Manager,Mid,18,Hybrid,74420
806,806,DevOps Engineer,Mid,17,Hybrid,93644
807,807,Backend Developer,Manager,8,Hybrid,117675
808,808,Product Manager,Mid,0,Remote,65259
809,809,Cloud Engineer,Lead,9,On-site,101397
810,810,Data Scientist,Junior,11,Remote,40000
811,811,Software Engineer,Lead,8,Remote,40000
812,812,Software Engineer,Junior,6,Hybrid,41422
813,813,Software Engineer,Lead,11,Hybrid,131458
814,814,ML Engineer,Senior,6,Hybrid,88225
815,815,Software Engineer,Junior,5,On-site,40000
816,816,DevOps Engineer,Manager,10,Remote,114564
817,817,Software Engineer,Senior,4,Hybrid,109799
818,818,DevOps Engineer,Manager,12,Hybrid,110208
819,819,Cybersecurity Engineer,Mid,12,Hybrid,69765
820,820,Data Scientist,Junior,4,Hybrid,45212
821,821,QA Engineer,Senior,4,Remote,40000
822,822,Software Engineer,Principal,19,On-site,42439
823,823,Product Manager,Junior,2,Hybrid,63759
824,824,Data Scientist,Senior,0,Hybrid,95610
825,825,Data Scientist,Senior,1,Remote,40000
826,826,Cybersecurity Engineer,Mid,9,Remote,88676
827,827,Full Stack Developer,Junior,10,Hybrid,57575
828,828,ML Engineer,Mid,7,Remote,91930
829,829,Data Scientist,Junior,17,Hybrid,40000
830,830,ML Engineer,Senior,0,Hybrid,111036
831,831,Frontend Developer,Senior,15,Hybrid,122018
832,832,DevOps Engineer,Mid,22,On-site,102977
833,833,Software Engineer,Mid,1,On-site,54441
834,834,Software Engineer,Manager,6,On-site,123017
835,835,Backend Developer,Senior,5,Remote,146230
836,836,Cloud Engineer,Senior,3,Hybrid,84751
837,837,Product Manager,Mid,6,On-site,40000
838,838,Cloud Engineer,Mid,20,On-site,92076
839,839,Cybersecurity Engineer,Manager,22,On-site,40461
840,840,Frontend Developer,Mid,8,On-site,40000
841,841,Data Analyst,Senior,23,Remote,79760
842,842,Full Stack Developer,Junior,10,Remote,40000
843,843,DevOps Engineer,Lead,19,On-site,145480
844,844,Cloud Engineer,Lead,7,Hybrid,53497
845,845,Product Manager,Senior,11,Hybrid,121521
846,846,Software Engineer,Mid,11,Remote,93449
847,847,ML Engineer,Principal,25,Hybrid,198062
848,848,QA Engineer,Junior,15,On-site,56674
849,849,Data Scientist,Mid,3,On-site,79139
850,850,Software Engineer,Lead,15,Remote,40000
851,851,Data Analyst,Mid,7,Remote,40000
852,852,Full Stack Developer,Junior,4,On-site,58877
853,853,Full Stack Developer,Lead,13,Remote,132512
854,854,Product Manager,Lead,8,Hybrid,59725
855,855,Data Scientist,Principal,10,On-site,48918
856,856,Software Engineer,Senior,9,On-site,40000
857,857,Frontend Developer,Lead,11,Hybrid,40000
858,858,Cloud Engineer,Junior,12,Remote,94322
859,859,Cloud Engineer,Senior,0,On-site,134937
860,860,DevOps Engineer,Mid,14,Remote,40000
861,861,Data Analyst,Lead,0,Remote,40000
862,862,Frontend Developer,Senior,0,Remote,40000
863,863,QA Engineer,Junior,8,Hybrid,40000
864,864,Data Analyst,Senior,11,Hybrid,92351
865,865,Full Stack Developer,Mid,5,Hybrid,43343
866,866,Backend Developer,Mid,12,Hybrid,40000
867,867,Data Scientist,Senior,3,Remote,40000
868,868,Data Analyst,Senior,4,Hybrid,40000
869,869,Frontend Developer,Principal,7,Remote,135507
870,870,Data Scientist,Lead,10,On-site,102344
871,871,DevOps Engineer,Mid,9,Hybrid,66217
872,872,DevOps Engineer,Mid,0,Remote,98109
873,873,ML Engineer,Junior,14,Remote,68441
874,874,Software Engineer,Senior,9,Hybrid,103050
875,875,Cybersecurity Engineer,Mid,0,Hybrid,93352
876,876,Software Engineer,Mid,1,On-site,90690
877,877,DevOps Engineer,Mid,10,Remote,85997
878,878,Frontend Developer,Junior,9,On-site,68130
879,879,Software Engineer,Mid,9,Remote,85572
880,880,Full Stack Developer,Junior,12,Remote,40000
881,881,Software Engineer,Lead,11,Remote,115376
882,882,Software Engineer,Manager,17,Hybrid,103880
883,883,Frontend Developer,Manager,2,Hybrid,143857
884,884,Software Engineer,Senior,0,On-site,90874
885,885,Product Manager,Mid,2,Remote,40000
886,886,Frontend Developer,Senior,9,Hybrid,83130
887,887,Software Engineer,Lead,18,Remote,106440
888,888,DevOps Engineer,Senior,8,Hybrid,113253
889,889,DevOps Engineer,Mid,1,Hybrid,80911
890,890,Data Scientist,Junior,0,Hybrid,40000
891,891,Product Manager,Lead,2,Hybrid,160621
892,892,Data Analyst,Mid,8,Hybrid,79111
893,893,Backend Developer,Junior,6,Remote,68234
894,894,ML Engineer,Senior,8,Hybrid,88652
895,895,Full Stack Developer,Senior,9,On-site,92179
896,896,Software Engineer,Junior,19,Remote,40000
897,897,ML Engineer,Junior,2,Remote,40000
898,898,Backend Developer,Junior,2,Hybrid,40000
899,899,Full Stack Developer,Junior,13,Hybrid,40000
900,900,Cybersecurity Engineer,Mid,0,On-site,89517
901,901,Backend Developer,Mid,11,Remote,40000
902,902,Frontend Developer,Mid,9,Remote,91436
903,903,Backend Developer,Manager,8,Hybrid,156719
904,904,Software Engineer,Mid,20,On-site,92475
905,905,Frontend Developer,Senior,8,On-site,70092
906,906,Data Scientist,Mid,25,Hybrid,107604
907,907,Full Stack Developer,Junior,8,On-site,68199
908,908,Software Engineer,Junior,0,Remote,42512
909,909,QA Engineer,Senior,11,Hybrid,59450
910,910,ML Engineer,Lead,3,Hybrid,172636
911,911,Software Engineer,Mid,2,On-site,67121
912,912,QA Engineer,Manager,10,On-site,76231
913,913,DevOps Engineer,Lead,14,On-site,110539
914,914,Frontend Developer,Mid,7,Remote,79258
915,915,Frontend Developer,Mid,14,Remote,40000
916,916,Frontend Developer,Lead,15,Hybrid,124195
917,917,Data Scientist,Junior,21,Hybrid,40000
918,918,Software Engineer,Manager,14,Remote,55845
919,919,Software Engineer,Mid,17,Remote,105455
920,920,Cybersecurity Engineer,Mid,0,Hybrid,84413
921,921,ML Engineer,Mid,7,Remote,82850
922,922,Cybersecurity Engineer,Junior,2,Hybrid,71459
923,923,Data Scientist,Mid,10,Remote,98928
924,924,Backend Developer,Mid,5,On-site,58587
925,925,Software Engineer,Junior,9,Remote,54937
926,926,Product Manager,Lead,23,Hybrid,108650
927,927,Full Stack Developer,Mid,7,On-site,64456
928,928,ML Engineer,Mid,10,Remote,40000
929,929,ML Engineer,Manager,7,On-site,116605
930,930,Software Engineer,Junior,10,Hybrid,40226
931,931,Frontend Developer,Mid,7,On-site,57166
932,932,Cloud Engineer,Junior,10,Hybrid,69384
933,933,Data Scientist,Senior,16,On-site,110767
934,934,ML Engineer,Mid,21,Hybrid,40638
935,935,Data Scientist,Senior,10,Remote,40000
936,936,Frontend Developer,Manager,12,Remote,106201
937,937,Cybersecurity Engineer,Lead,4,Hybrid,44008
938,938,Backend Developer,Manager,7,Remote,127535
939,939,Product Manager,Lead,19,On-site,130686
940,940,Software Engineer,Senior,14,On-site,107612
941,941,ML Engineer,Lead,11,Hybrid,44764
942,942,ML Engineer,Lead,15,Remote,132720
943,943,ML Engineer,Mid,14,Hybrid,82943
944,944,Data Scientist,Senior,16,Remote,137538
945,945,Software Engineer,Manager,12,Hybrid,177435
946,946,Software Engineer,Mid,8,Hybrid,93905
947,947,Backend Developer,Junior,12,Remote,40000
948,948,Full Stack Developer,Mid,0,Remote,58845
949,949,Backend Developer,Junior,12,On-site,40000
950,950,Data Analyst,Mid,2,Hybrid,82304
951,951,Data Scientist,Junior,0,Hybrid,54796
952,952,DevOps Engineer,Principal,11,Hybrid,219349
953,953,Data Scientist,Mid,11,On-site,126788
954,954,Data Scientist,Senior,0,Hybrid,96260
955,955,Product Manager,Junior,4,On-site,40000
956,956,QA Engineer,Principal,21,Hybrid,91701
957,957,Data Analyst,Lead,8,On-site,40000
958,958,Data Scientist,Principal,25,Remote,152507
959,959,ML Engineer,Senior,10,Remote,159114
960,960,Data Scientist,Mid,13,Hybrid,77560
961,961,Data Analyst,Lead,21,Remote,93395
962,962,ML Engineer,Junior,11,On-site,40000
963,963,Frontend Developer,Lead,2,Hybrid,40000
964,964,QA Engineer,Mid,6,Hybrid,62017
965,965,Full Stack Developer,Senior,12,Hybrid,47732
966,966,QA Engineer,Senior,1,On-site,101585
967,967,Software Engineer,Junior,6,Remote,53377
968,968,ML Engineer,Manager,5,Hybrid,56119
